0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
VZ,0.4521,0.4286,0.4188,0.439,0.4005,0.4606,0.3503,0.3914,0.6228,0.3914,0.4006,0.435,0.1959,0.4226,0.1892,0.1804,0.3596,0.1074,0.2508,0.1201,0.0577,0.2704,0.235,0.2705
A,0.7571,0.7043,0.7059,0.7177,0.7646,0.8147,0.8981,0.7371,1.2317,1.1973,1.5141,0.7405,1.5299,1.2017,1.2097,1.1892,0.7015,1.0248,1.2077,1.04,0.9349,1.0925,1.2046,1.2404
ABBV,0.8361,0.6374,0.6374,0.5507,0.5784,0.5171,0.4221,0.6465,0.034,-0.0828,0.3261,0.8306,-0.2905,-0.1329,0.2462,0.1828,0.7254,0.413,0.2426,0.5714,0.4105,0.4853,0.3756,0.2626
ABC,0.0641,-0.0364,-0.0478,-0.0655,0.1256,0.0369,-0.0297,0.033,0.1781,0.9818,0.1886,0.044,0.5558,0.9789,0.8859,0.8887,0.0542,1.132,0.9301,1.2035,1.0383,1.223,0.8066,0.8775
ABMD,1.3652,1.4921,1.46,1.3986,1.4636,1.2863,0.6095,1.7351,1.1603,0.7234,0.8647,1.4223,1.2762,0.7637,0.9689,0.9815,1.5986,1.2114,0.9199,1.143,1.1326,1.0891,0.8741,0.8097
ABT,0.6172,0.7242,0.703,0.713,0.711,0.7433,0.4785,0.6933,1.027,0.5256,0.8684,0.6083,0.6457,0.5465,0.6187,0.6366,0.6372,0.5407,0.5929,0.5577,0.4774,0.5656,0.5368,0.6171
ALGN,1.1609,1.2653,1.4794,1.6076,1.6733,1.6001,1.5765,1.8464,1.7562,1.5574,1.7605,1.1751,1.8595,1.5292,2.0465,2.0447,1.8772,2.7507,2.0682,2.7236,2.7695,2.6848,2.4644,2.1095
ALXN,0.7182,0.7913,0.8102,0.8429,1.0771,1.1298,0.8835,0.8389,1.5114,2.4241,2.3395,0.8162,2.6946,2.4334,2.384,2.4031,0.9487,2.2953,2.2358,2.3129,2.1985,2.2301,2.2825,2.2662
AMGN,0.5744,0.6762,0.6006,0.6178,0.6064,0.7555,0.4349,0.5423,0.8133,0.4416,0.7461,0.5794,0.224,0.3786,0.4432,0.4749,0.5565,0.5264,0.5858,0.5995,0.4327,0.5854,0.4894,0.6189
ANTM,1.0396,1.0186,1.0555,1.0619,1.1568,0.9991,0.4995,1.1709,0.263,0.7324,0.2625,1.0345,0.6252,0.6948,0.4978,0.5299,1.188,0.8469,0.4644,0.9309,0.7051,1.0577,0.5541,0.485
BAX,0.3611,0.4931,0.4674,0.4186,0.5166,0.5651,0.435,0.3889,0.6208,0.6457,0.4804,0.378,0.7144,0.6325,1.0524,1.0666,0.4098,1.1621,1.096,1.1711,1.0357,1.221,0.9719,1.051
BDX,0.4668,0.5253,0.5358,0.5278,0.6452,0.6847,0.597,0.717,0.9197,0.8459,0.497,0.4833,0.7299,0.8859,1.0043,1.0102,0.5841,1.1858,1.0447,1.1903,1.0973,1.3254,1.0443,1.0549
BIIB,-0.2773,-0.2624,-0.3049,-0.3606,-0.2387,-0.1323,0.0602,-0.3257,-0.0009,1.0092,0.9692,-0.2624,1.0632,1.0562,1.0328,1.0037,-0.3513,1.3897,1.0348,1.4755,1.3112,1.734,1.1184,1.1314
BMY,0.5846,0.581,0.5867,0.5638,0.4904,0.5706,0.5044,0.5029,0.4096,0.0162,0.142,0.5644,-0.1764,0.0457,0.3929,0.3689,0.5449,0.7327,0.4865,0.7558,0.6684,0.5767,0.5918,0.5373
BSX,0.8876,1.113,1.0813,1.0753,1.0734,0.9616,0.8134,1.0326,0.7148,0.5864,0.4794,0.9109,0.5132,0.5845,0.6348,0.6611,0.9751,0.8439,0.6819,0.8682,0.7473,0.9101,0.5759,0.6793
CAH,0.5538,0.3491,0.3458,0.2824,0.5595,0.6562,0.8647,0.4585,1.0377,1.8159,1.8388,0.5512,1.8172,1.7783,1.5859,1.5518,0.4481,1.2754,1.5434,1.3391,1.2652,1.2232,1.4675,1.5359
CERN,0.6458,0.6791,0.668,0.6857,0.7254,0.582,0.6648,0.6831,0.5555,0.6733,0.4782,0.6546,0.3903,0.6413,0.8162,0.8265,0.6986,1.0002,0.8169,1.0611,1.1447,1.0907,0.867,0.8244
CI,0.7454,0.4675,0.4865,0.457,0.677,0.7762,0.7726,0.5355,1.1019,1.1365,1.1319,0.7331,0.9791,1.0535,0.6803,0.6825,0.6514,0.5944,0.6609,0.7419,0.565,0.9653,0.6254,0.6773
CNC,0.229,0.2595,0.2848,0.2294,0.3188,0.1955,-0.1351,0.4424,0.3957,0.7352,-0.5181,0.2125,0.0552,0.6336,0.5859,0.6035,0.4571,1.6422,0.6655,1.5839,1.5469,1.7799,0.979,0.7019
COO,0.6624,0.7408,0.7119,0.8161,0.9305,0.7602,0.9326,0.7754,0.7491,0.8808,0.6537,0.6821,0.8464,0.8566,0.8931,0.9188,0.8028,0.9641,0.7975,0.9638,0.8729,1.0444,0.7481,0.844
CVS,0.6727,0.4567,0.4585,0.4198,0.4587,0.4682,0.566,0.4004,0.9361,0.8079,0.3422,0.6717,0.1519,0.7233,0.7181,0.7039,0.4589,0.9683,0.9276,1.0355,0.9887,1.3451,0.9445,0.9204
DGX,1.1812,1.4406,1.4917,1.5817,1.7659,1.6617,1.1578,1.8311,0.5662,0.5791,0.4165,1.1501,0.4618,0.5394,0.7608,0.7473,1.8222,0.8122,0.7672,0.7966,0.8804,0.8047,0.7084,0.7425
DHR,0.5433,0.775,0.7952,0.8473,0.8461,0.8332,0.5908,0.9231,0.7794,0.6979,0.6152,0.5192,0.6442,0.7022,0.8659,0.8744,0.8418,0.9496,0.838,0.9431,0.8866,0.8458,0.838,0.8372
DVA,0.6247,0.3771,0.3664,0.3382,0.7046,1.0339,1.4721,0.4764,2.2847,2.4619,3.0971,0.6295,2.6155,2.3081,1.9976,1.9997,0.43,1.3638,1.941,1.4057,1.3393,1.4295,1.5235,1.9089
EW,1.0811,0.9849,0.9512,0.9213,0.8152,0.8327,0.5937,0.839,0.5955,0.6297,0.2863,1.1063,0.4304,0.6713,0.9531,0.9742,0.7659,1.1052,0.9454,1.033,0.9123,1.0251,0.8686,0.8708
GILD,-0.0944,-0.1765,-0.2289,-0.2904,-0.0212,0.1578,-0.1686,-0.2124,0.1579,1.0581,0.7427,-0.1005,0.9806,1.0437,1.1052,1.1044,-0.1196,1.1658,1.0651,1.1565,1.1222,1.2913,1.0818,1.1238
HCA,1.7595,1.7413,1.7789,1.7763,1.7129,1.6981,1.6046,1.866,1.1552,1.2908,1.2646,1.7669,1.3111,1.3044,1.1083,1.111,1.6512,1.3898,1.0977,1.4284,1.2684,1.5206,1.1905,1.2206
HOLX,1.3897,1.7362,1.7588,1.9332,2.11,2.0568,1.3964,2.2699,1.0372,0.8718,0.8596,1.3849,0.8979,0.878,0.9028,0.9065,2.1903,0.7785,0.7756,0.8168,0.6799,0.8874,0.7533,0.798
HSIC,0.8571,1.0461,1.1134,1.0527,1.1289,0.945,1.1289,1.2078,1.0213,0.7688,0.7128,0.8674,0.4984,0.7072,0.6351,0.627,1.0873,0.4765,0.5369,0.4611,0.5443,0.684,0.5395,0.5948
HUM,0.6227,0.8351,0.8216,0.8316,0.9766,1.0089,0.7131,0.8966,1.0493,1.0701,1.0606,0.6148,0.9345,0.9507,0.8059,0.8411,0.9628,0.9188,0.8643,0.9224,0.8599,1.08,0.7953,0.8715
IDXX,0.6797,0.6733,0.7156,0.7334,0.7186,0.519,0.2979,0.8201,0.1892,0.5481,-0.2864,0.6864,0.2278,0.6845,0.9346,0.9679,0.6836,1.4478,0.9928,1.3881,1.4183,1.4197,1.0239,1.0494
ILMN,0.7159,0.7066,0.6822,0.567,0.9245,0.804,0.5661,0.7585,1.2476,0.9013,1.6005,0.7591,0.8008,0.8614,1.0546,1.0244,0.766,1.2266,1.0663,1.1918,1.1534,1.1281,0.9821,1.1862
INCY,0.6364,0.8577,0.8584,0.8219,1.0568,0.9896,0.135,0.9501,0.1229,0.9169,0.5778,0.6495,1.2029,0.8431,0.8247,0.869,1.0624,1.3434,0.9028,1.3399,1.1003,1.3266,0.8603,0.8689
IQV,1.5006,1.6385,1.6448,1.687,1.8275,1.7406,1.3185,1.7508,1.0632,0.9943,1.0596,1.498,1.1309,1.0248,1.0147,1.0409,1.7201,1.1642,1.0158,1.1703,1.0298,1.1759,0.9902,1.1392
ISRG,0.7264,0.7591,0.7249,0.7045,0.676,0.6627,0.7193,0.7243,0.9135,1.0951,1.1685,0.7611,1.1278,1.0644,1.0792,1.062,0.5757,1.2041,1.134,1.227,1.0188,1.2293,1.0643,1.1557
JNJ,0.661,0.7028,0.6633,0.6534,0.6804,0.7564,0.5963,0.6459,0.9412,0.8918,0.8683,0.6788,0.746,0.8791,0.677,0.6771,0.6448,0.6616,0.6869,0.6631,0.6306,0.7,0.747,0.7468
LH,1.0676,1.3269,1.3727,1.5023,1.6022,1.4579,1.0798,1.6958,0.229,0.9219,0.3392,1.061,0.5756,0.8873,0.9131,0.9167,1.6275,1.0972,0.9007,1.1169,1.1237,1.0072,0.8541,0.8742
LLY,0.3116,0.1861,0.1043,0.0832,0.1213,0.1854,-0.213,0.1183,0.2062,0.0355,-0.2573,0.3488,-0.0717,0.0274,0.0086,0.0154,0.2354,0.5474,0.0995,0.5793,0.3652,0.6709,0.3758,0.2033
MCK,0.5988,0.3579,0.3489,0.3303,0.4635,0.3341,0.3795,0.3346,0.3585,1.0004,0.3531,0.5801,0.8262,0.9473,0.9434,0.9558,0.3818,0.9748,0.956,1.0108,1.0007,1.1279,0.7954,0.8875
MDT,0.9032,0.8462,0.845,0.8605,0.7298,0.6462,0.6276,0.7174,0.4857,0.0869,-0.1966,0.9041,-0.3479,0.098,0.3189,0.3206,0.7015,0.6851,0.4044,0.6697,0.6128,0.7543,0.3976,0.4241
MRK,0.4548,0.4082,0.3655,0.3648,0.3153,0.2837,0.2366,0.2753,0.5445,0.1339,0.273,0.4559,-0.0286,0.1592,0.0785,0.0944,0.249,0.1717,0.126,0.1946,0.0712,0.2728,0.1207,0.1719
MTD,0.6345,0.5343,0.5439,0.5344,0.6855,0.6077,0.7598,0.6688,1.299,1.3646,1.5604,0.6043,1.5161,1.4325,1.466,1.4521,0.5472,1.2794,1.2938,1.3206,1.2303,1.3582,1.1937,1.2883
PFE,0.8482,0.764,0.764,0.766,0.7936,0.7027,0.3168,0.8953,0.5352,0.2506,0.2935,0.8218,0.1388,0.2564,0.2088,0.2017,0.7439,0.4113,0.1901,0.4518,0.3288,0.4807,0.2532,0.2702
PKI,0.878,1.0856,1.1007,1.1901,1.2612,1.2446,1.046,1.3439,1.1873,1.3586,1.4927,0.8852,1.6137,1.3209,1.3234,1.3165,1.2112,1.5023,1.4211,1.4913,1.4025,1.5383,1.464,1.4617
PRGO,0.6929,0.6107,0.599,0.498,0.8141,0.9483,1.0081,0.6475,1.4488,2.5693,1.5001,0.6598,1.8789,2.6362,2.1815,2.1121,0.7337,2.1229,1.9935,1.9972,2.07,1.9564,1.9643,2.0223
REGN,-0.4082,-0.2469,-0.3011,-0.4741,-0.2667,-0.1155,-0.5525,-0.2961,-0.5311,0.8029,1.2859,-0.4383,1.4666,0.6425,0.8056,0.8169,-0.2641,1.0774,0.897,1.0097,0.8002,1.2299,0.9922,0.9372
RMD,0.3444,0.2828,0.3549,0.3022,0.404,0.2944,0.3161,0.434,-0.11,-0.582,-0.3634,0.3345,-1.0469,-0.5756,-0.2587,-0.2408,0.4411,-0.0412,-0.1571,-0.0677,-0.0545,-0.0858,-0.2897,-0.1584
STE,0.3826,0.3385,0.3313,0.4439,0.5432,0.3745,0.5245,0.4433,0.1414,0.773,0.4904,0.364,0.4804,0.7632,0.7993,0.837,0.4309,1.0242,0.82,0.9933,0.9754,0.9578,0.7884,0.8545
SYK,0.9076,0.7815,0.7796,0.8793,0.9081,0.8656,0.7636,0.8338,0.6784,0.903,0.4552,0.912,0.7459,1.0123,1.0928,1.1142,0.7974,1.1975,1.14,1.1797,1.0895,1.1441,0.9981,1.0807
TFX,1.2319,1.1032,1.0887,1.0125,1.0711,0.9707,0.8472,0.9511,0.7327,0.5486,0.4316,1.2387,0.3885,0.5993,0.7772,0.8184,0.9819,0.7418,0.7411,0.7081,0.6441,0.7851,0.5493,0.724
TMO,0.5216,0.7263,0.7607,0.7961,0.7858,0.8014,0.5547,0.8282,0.8401,0.9586,0.8023,0.5049,0.8154,0.9768,0.937,0.9427,0.7506,1.0615,0.9531,1.0577,1.007,1.1119,1.0133,1.0267
UHS,1.1043,0.9554,0.9935,1.034,1.0112,1.0143,1.1357,1.0626,0.8968,1.2438,0.8554,1.1107,1.0624,1.3001,1.2539,1.2553,0.9217,1.452,1.2457,1.4018,1.3138,1.4503,1.2613,1.2553
UNH,0.6816,0.6931,0.6943,0.7078,0.7761,0.6985,0.3601,0.7938,0.5163,0.6214,0.1413,0.6822,0.2908,0.5531,0.4076,0.4313,0.8247,0.782,0.4404,0.8227,0.6926,1.0348,0.4898,0.4511
VAR,1.0674,1.3508,1.3566,1.3732,1.2272,1.1934,1.2389,1.3176,1.343,1.2434,1.2758,1.0467,1.5151,1.1851,0.8315,0.7896,1.2194,0.6499,0.6791,0.6057,0.5495,0.6869,0.6529,0.6951
VRTX,0.3287,0.2833,0.1463,0.0952,0.2485,0.2224,0.1029,0.0864,0.4162,0.8878,0.3949,0.3392,0.8033,0.8089,0.8841,0.9104,0.1853,1.2566,1.0157,1.2627,1.0876,1.3081,0.9804,1.0322
WAT,0.5987,0.6689,0.7603,0.7049,0.6477,0.6221,0.5925,0.7188,0.8248,0.9438,0.5847,0.6105,1.1972,0.9404,0.8894,0.879,0.5704,1.0199,0.8253,1.0372,0.7706,1.0703,0.804,0.8222
XRAY,0.9477,0.9889,1.0678,1.1103,1.2284,0.9825,1.0908,1.1591,0.7896,0.4919,0.2412,0.9514,0.4937,0.5231,0.7065,0.7121,1.1829,0.5831,0.4883,0.6192,0.5899,0.6667,0.502,0.5494
ZBH,1.369,1.4231,1.4318,1.4714,1.3764,1.3718,1.2768,1.4655,0.7632,0.8832,0.7447,1.3639,0.6255,0.8783,1.0648,1.0793,1.4217,1.2562,1.0629,1.2933,1.1604,1.2346,1.1935,1.1048
ZTS,0.607,0.7147,0.6913,0.7395,0.7013,0.6621,0.6592,0.6714,0.3561,0.511,0.3796,0.5965,0.155,0.6103,0.6044,0.6244,0.6181,0.618,0.6955,0.57,0.5869,0.4079,0.5631,0.6788
ADM,0.7005,0.713,0.7168,0.7733,0.8042,0.8743,1.0798,0.8191,1.6138,1.2223,1.4338,0.6865,1.3806,1.2189,1.104,1.0735,0.7914,0.9278,1.084,0.857,0.9377,0.9584,1.1111,1.1055
CAG,0.5454,0.6399,0.616,0.5512,0.5301,0.6886,0.633,0.6114,1.7601,1.8187,1.3673,0.5122,0.8905,1.7771,1.3721,1.3469,0.6091,1.3513,1.3397,1.2223,1.4525,1.096,1.4961,1.3296
CHD,0.6162,0.781,0.737,0.7385,0.5076,0.4176,0.3215,0.7661,0.1558,-0.0715,-0.1987,0.6024,-0.2121,-0.0455,0.045,0.0774,0.5788,0.1372,0.0906,0.127,0.1271,0.1526,0.2294,0.1052
CL,0.4604,0.412,0.4225,0.4124,0.3553,0.3745,0.3795,0.3878,0.584,0.6309,0.3081,0.4484,0.6004,0.6821,0.8595,0.872,0.3539,0.9227,0.867,0.8456,0.9449,0.9022,0.9545,0.8738
CLX,0.0224,0.1011,0.0697,-0.0123,0.0783,0.1231,-0.0898,0.1385,0.3417,0.4875,0.6912,0.0091,0.4251,0.5216,0.4616,0.4823,0.0984,0.4262,0.4976,0.4041,0.3579,0.4803,0.5157,0.4732
COST,0.4093,0.3436,0.3473,0.3726,0.3255,0.3676,0.3542,0.2814,0.6631,0.7686,0.3301,0.3967,0.3419,0.8008,0.7631,0.7839,0.2355,0.8731,0.8599,0.8606,0.8356,0.8808,0.8058,0.8588
COTY,3.3295,1.1684,1.3144,1.2004,1.4331,1.3364,1.5701,1.2689,0.3174,1.4768,0.5528,3.2844,0.7787,1.4989,1.5924,1.5578,1.4239,1.9734,1.3888,1.9325,1.8483,1.2714,1.3676,1.356
CPB,0.4657,0.4337,0.4213,0.3514,0.3664,0.4743,0.4425,0.2575,0.8359,1.0665,0.6638,0.4409,0.6494,1.1155,0.9131,0.9097,0.2836,0.673,0.9232,0.6277,0.6662,0.6757,0.8435,0.9099
EL,0.9564,0.9692,0.9748,1,0.9556,0.9066,0.9786,0.8538,0.9351,0.9421,1.1501,0.9672,0.8296,0.947,1.0071,1.0226,0.8546,0.8464,1.0623,0.7395,0.8396,0.5251,0.8751,0.9893
GIS,0.317,0.3669,0.3349,0.3013,0.3633,0.396,0.0837,0.3271,0.6432,0.9409,0.5986,0.2978,0.8999,0.9259,0.7748,0.778,0.3265,0.7742,0.7527,0.8548,0.7221,0.9361,0.7775,0.7628
HRL,-0.0458,0.0568,0.04,-0.0141,-0.0298,-0.0081,-0.1359,-0.0095,0.4996,0.2012,-0.0188,-0.053,-0.0195,0.1267,-0.1154,-0.122,-0.0485,-0.065,-0.0312,-0.0979,-0.1975,0.0082,-0.0994,-0.0601
HSY,0.5365,0.4935,0.4745,0.4689,0.327,0.2136,0.434,0.4129,0.1774,-0.0669,-0.3292,0.5427,-0.3892,-0.0569,-0.0471,-0.0236,0.3203,-0.0016,-0.0247,0,0.058,0.0955,0.0074,-0.0266
K,0.5134,0.5835,0.5749,0.5074,0.4174,0.5867,0.6006,0.447,1.0488,0.7465,0.6821,0.4924,0.5513,0.7316,0.7545,0.7475,0.4473,0.7937,0.8443,0.765,0.8066,0.8329,0.8793,0.835
KHC,0.9247,0.9334,0.9769,0.8555,1.0868,1.2465,1.007,1.0545,2.0037,1.5313,1.7311,0.926,1.7605,1.58,1.1379,1.0891,1.0433,0.5961,0.9913,0.5875,0.6287,1.0579,0.7504,0.9631
KMB,0.5585,0.5893,0.5276,0.4894,0.4347,0.4208,0.3677,0.458,0.5377,0.094,0.2133,0.5416,0.0201,0.1103,0.3693,0.3742,0.416,0.3987,0.3842,0.3838,0.3906,0.402,0.4242,0.4208
KO,0.7523,0.7374,0.7395,0.7882,0.7095,0.652,0.8613,0.7176,0.5076,0.271,-0.0205,0.7643,0.0179,0.311,0.2135,0.2235,0.6918,0.1398,0.19,0.1224,0.1719,0.334,0.1886,0.2182
KR,0.0614,0.0948,0.0422,-0.0394,-0.1813,0.0048,-0.0697,-0.0952,0.138,0.5541,0.6243,0.0364,0.4883,0.4512,0.3162,0.2791,-0.0889,0.4118,0.4926,0.572,0.4525,0.6693,0.665,0.513
LW,1.14,1.1127,1.1215,1.2336,1.2691,1.4247,1.7111,1.1808,0.9946,0.5911,0.9647,1.1602,0.6637,0.5336,0.0276,0.0186,1.3011,-0.5163,0.0217,-0.5701,-0.575,-0.3551,-0.1085,0.0306
MDLZ,0.533,0.495,0.4495,0.4562,0.3899,0.3655,0.4573,0.3996,0.5323,0.8511,0.2022,0.5286,0.66,0.902,0.8776,0.8892,0.336,1.0421,0.8571,1.0627,0.9861,1.067,0.9088,0.8717
MKC,0.6833,0.7982,0.7555,0.7342,0.6103,0.4691,0.342,0.7241,0.5614,0.0514,0.1371,0.6883,-0.4587,0.0227,-0.1769,-0.1566,0.6766,-0.1912,-0.1204,-0.1946,-0.1963,-0.2378,-0.056,-0.1247
MNST,0.9067,0.9538,0.9201,0.8976,0.8827,0.6606,0.7142,0.9746,0.586,1.3101,0.6379,0.917,1.0542,1.3154,1.3263,1.3388,0.9053,1.6292,1.2612,1.7235,1.6603,1.658,1.4065,1.2643
MO,0.6605,0.624,0.6095,0.5428,0.4704,0.5462,0.6235,0.5525,1.1895,0.7293,1.0017,0.6736,0.6864,0.5969,0.2063,0.2174,0.5262,0.1264,0.1805,0.0907,0.0366,0.1158,0.2626,0.207
PEP,0.6332,0.6056,0.5928,0.6167,0.5623,0.5499,0.4887,0.5798,0.3564,0.3918,0.0037,0.6369,0.0143,0.4426,0.4061,0.4124,0.5717,0.4944,0.4147,0.4789,0.4894,0.5616,0.4825,0.4433
PG,0.4493,0.5226,0.5208,0.539,0.4702,0.5308,0.5416,0.5071,0.7635,0.4653,0.4616,0.4402,0.4467,0.5319,0.3564,0.3588,0.4445,0.189,0.3359,0.192,0.1611,0.3339,0.3071,0.3303
PM,0.5186,0.4969,0.4836,0.4516,0.4945,0.6243,0.7829,0.547,0.8759,1.7781,1.4715,0.55,1.5612,1.8066,1.2777,1.2595,0.4806,1.1157,1.0469,1.1067,1.0082,0.951,1.1531,1.0628
SJM,0.1172,0.0576,0.0308,-0.0188,-0.1607,-0.153,-0.3011,-0.0916,-0.0059,0.6865,0.0264,0.1089,0.4311,0.6978,0.4789,0.4667,-0.1318,0.5623,0.3636,0.5351,0.5817,0.4776,0.5652,0.3832
STZ,1.248,1.0209,0.9578,1.039,1.0777,1.174,1.3665,0.9916,1.4685,1.5721,1.6366,1.2542,1.4788,1.6297,1.5528,1.5572,1.0147,1.0672,1.5704,0.945,1.2897,0.9424,1.4646,1.515
SYY,1.9533,1.7874,1.7713,1.9027,1.7522,1.6859,1.6038,1.7341,1.0129,0.4387,0.3225,1.9434,0.1796,0.4399,0.4345,0.4128,1.8285,0.5922,0.5717,0.5887,0.6323,0.6044,0.5881,0.5555
TAP,1.4968,1.5475,1.5954,1.5956,1.7208,1.8717,1.1579,1.7292,0.721,0.8867,0.7193,1.5254,0.8948,1.0146,0.9918,0.9985,1.8167,0.9818,1.046,0.9379,1.0157,1.1112,1.0829,1.0125
TSN,1.0529,0.9845,0.9953,1.0253,0.8845,0.7952,0.9508,0.852,0.8702,0.725,0.0291,1.0435,0.3299,0.6801,0.6524,0.6986,0.8466,0.7747,0.8587,0.7341,0.8243,0.7207,0.717,0.7163
WBA,0.2894,0.0909,0.0835,0.0522,0.2725,0.3293,0.4575,0.1212,0.9351,1.2267,1.0593,0.3143,0.9559,1.163,0.6872,0.6537,0.1482,0.7119,0.6504,0.7766,0.5134,0.9021,0.5981,0.7331
WMT,0.3567,0.2717,0.259,0.2624,0.2153,0.232,0.1801,0.1845,0.6128,0.452,0.5105,0.3279,0.3667,0.4549,0.2736,0.2677,0.1256,0.135,0.3376,0.1527,0.1751,0.3295,0.26,0.3496
AIV,1.2235,0.9718,0.9891,1.0007,0.9956,0.8852,0.9564,1.0473,0.1824,0.4534,-0.3076,1.2932,0.1991,0.5161,0.5159,0.5169,1.0509,0.8343,0.5465,0.7772,0.7515,0.9123,0.6403,0.535
AMT,0.3666,0.429,0.3996,0.3898,0.3807,0.2366,0.0178,0.4187,-0.2614,0.0054,-0.7257,0.3446,-0.3552,0.0567,-0.0186,0.0099,0.4482,0.2951,0.0239,0.2464,0.2268,0.3473,0.1269,0.0202
ARE,0.7374,0.7432,0.727,0.7111,0.6659,0.6321,0.401,0.8132,0.1591,0.4802,-0.2878,0.7642,0.1956,0.4925,0.5177,0.5142,0.7773,0.8491,0.5098,0.7906,0.7959,0.8558,0.6498,0.4942
AVB,1.2205,1.0517,1.0521,1.0817,1.0312,0.9689,0.9825,1.0358,0.2529,0.5094,-0.1531,1.2043,0.2466,0.5695,0.5887,0.5906,1.0787,0.8633,0.6058,0.7903,0.8025,0.9358,0.7043,0.6016
BXP,1.3988,0.9655,0.9598,0.9724,0.9851,1.044,1.2966,1.0175,0.7221,1.1158,0.4282,1.3804,0.9393,1.1641,1.0057,1.0069,1.0587,1.1984,0.9977,1.1313,1.1659,1.1984,1.1326,0.9712
CBRE,1.424,1.3406,1.4135,1.4892,1.586,1.6351,1.9083,1.4619,1.433,1.404,1.6964,1.4093,1.683,1.4158,1.4147,1.422,1.5561,1.2112,1.3696,1.1764,1.2075,1.0391,1.3114,1.3658
CCI,0.3459,0.2885,0.2449,0.2726,0.2867,0.2123,-0.0447,0.2721,-0.0414,0.1265,-0.51,0.3144,-0.1703,0.1935,0.2765,0.3003,0.3108,0.629,0.3584,0.6028,0.544,0.6352,0.4259,0.3578
DLR,-0.2308,-0.1501,-0.1769,-0.2571,-0.3385,-0.2336,-0.5811,-0.2393,-0.0763,0.1687,-0.2883,-0.2162,-0.1988,0.2564,0.4586,0.4423,-0.3542,0.8099,0.5215,0.7313,0.748,0.8302,0.6577,0.5778
DRE,0.3373,0.4045,0.4273,0.3945,0.4008,0.4428,0.4256,0.481,0.7127,0.8461,0.3553,0.3514,0.6888,0.8861,0.8336,0.8367,0.3886,0.8853,0.7959,0.8013,0.8566,0.8855,0.7884,0.7682
EQIX,0.0589,0.1823,0.143,0.085,-0.0067,-0.0612,-0.3024,0.0594,-0.1393,0.3917,-0.4987,0.0588,-0.1335,0.4297,0.7352,0.7351,-0.0215,1.1632,0.7847,1.0577,1.1107,1.1342,0.845,0.7784
EQR,1.0166,0.7105,0.7073,0.6953,0.6165,0.6151,0.6854,0.5482,0.2305,0.3774,-0.3256,1.0305,0.0634,0.4658,0.4898,0.4922,0.6413,0.7733,0.5448,0.6635,0.7335,0.8156,0.6486,0.5381
ESS,1.0724,0.8518,0.9052,0.9187,0.9138,0.8061,0.7222,0.8803,0.0454,0.2794,-0.5074,1.0596,-0.0475,0.3573,0.3251,0.3281,0.9426,0.5811,0.3576,0.493,0.5073,0.5523,0.4081,0.3381
EXR,0.1128,0.1771,0.2251,0.2563,0.0545,-0.0929,0.1488,0.1549,0.0619,0.1239,-0.6547,0.1219,-0.1934,0.2086,0.1675,0.1926,0.0452,0.3273,0.2027,0.2833,0.317,0.3309,0.1852,0.1399
FRT,1.5225,1.2585,1.2757,1.3128,1.3102,1.2383,1.2605,1.2738,0.3104,0.6809,0.0837,1.5114,0.4711,0.7471,0.686,0.6684,1.4094,0.9117,0.6746,0.8702,0.8199,0.9687,0.7691,0.649
HST,1.4682,1.1195,1.1408,1.1821,1.2075,1.187,1.2504,1.1899,1.0511,1.011,1.1272,1.465,1.0244,0.9676,1.0075,0.9724,1.2135,1.1625,0.9547,1.1304,1.142,1.1643,1.0198,0.9458
IRM,0.8293,0.8704,0.8782,0.8351,0.6828,0.6396,0.7272,0.7343,0.2083,0.4574,0.0393,0.8559,0.5709,0.5207,0.7049,0.6951,0.6875,0.9234,0.7881,0.847,0.7835,1.0786,0.8119,0.7883
KIM,2.1097,1.7216,1.7348,1.789,1.8722,1.7101,1.801,1.7645,0.6567,0.8863,0.4056,2.1144,0.7041,0.9335,0.8753,0.8352,1.9612,1.0139,0.7915,1.0446,0.8935,1.1201,0.7678,0.7586
MAA,0.8325,0.8257,0.8653,0.9028,0.8808,0.7549,0.7684,0.9041,0.0939,0.3215,-0.4067,0.83,-0.151,0.3856,0.3987,0.3996,0.9041,0.6664,0.4496,0.593,0.6291,0.7341,0.4727,0.4384
O,1.091,1.1817,1.1978,1.2493,1.1228,1.0217,1.0078,1.1934,0.0098,0.0874,-0.55,1.1024,-0.084,0.1814,0.0543,0.0486,1.2343,0.3297,0.1131,0.2886,0.2158,0.4481,0.2216,0.1262
PEAK,0.9991,0.9926,1.0273,1.0744,0.9601,0.8255,0.7759,0.9936,-0.0844,0.0711,-0.9806,1.0105,-0.3226,0,0,0,1.0455,0,0,0,0,0,0,0
PLD,0.4811,0.5937,0.5894,0.5957,0.6427,0.6786,0.6941,0.6739,0.9293,1.2247,0.6645,0.4768,1.0606,1.2472,1.1953,1.2009,0.5986,1.204,1.2064,1.1339,1.2189,1.2348,1.1736,1.1715
PSA,0.0911,0.1363,0.1441,0.2216,0.0438,-0.1621,-0.0018,0.0617,-0.2322,-0.1,-0.8506,0.0996,-0.4593,-0.036,0.009,0.0426,0.0133,0.2452,0.0633,0.1998,0.2402,0.2413,0.0325,0.0251
